Speaker,Title,Link,Date,Year,Month,Gender
The Church of Jesus Christ of Latter-day Saints,The Family is Ordained of God,https://www.lds.org/general-conference/2015/04?lang=eng,4/1/15,2015,4,M
Thomas S. Monson,The Priesthood—a Sacred Gift,https://www.lds.org/general-conference/2015/04?lang=eng,4/1/15,2015,4,M
Thomas S. Monson,Blessings of the Temple,https://www.lds.org/general-conference/2015/04?lang=eng,4/1/15,2015,4,M
Ulisses Soares,"Yes, We Can and Will Win!",https://www.lds.org/general-conference/2015/04?lang=eng,4/1/15,2015,4,M
Wilford W. Andersen,The Music of the Gospel,https://www.lds.org/general-conference/2015/04?lang=eng,4/1/15,2015,4,M
Carol F. McConkie,Here to Serve a Righteous Cause,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,F
Carole M. Stephens,"“If Ye Love Me, Keep My Commandments”",https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,F
Linda S. Reeves,Worthy of Our Promised Blessings,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,F
Rosemary M. Wixom,Discovering the Divinity Within,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,F
Allen D. Haynie,Remembering in Whom We Have Trusted,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Bradley D. Foster,It’s Never Too Early and It’s Never Too Late,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Claudio R. M. Costa,That They Do Always Remember Him,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
D. Todd Christofferson,Why the Church,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Dale G. Renlund,Through God’s Eyes,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Dallin H. Oaks,Strengthened by the Atonement of Jesus Christ,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
David A. Bednar,“Chosen to Bear Testimony of My Name”,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Devin G. Durrant,My Heart Pondereth Them Continually,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Dieter F. Uchtdorf,A Summer with Great-Aunt Rose,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Dieter F. Uchtdorf,It Works Wonderfully!,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Dieter F. Uchtdorf,"Be Not Afraid, Only Believe",https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Francisco J. Vinas,The Pleasing Word of God,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Gary E. Stevenson,Plain and Precious Truths,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Gregory A. Schwitzer,Let the Clarion Trumpet Sound,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Henry B. Eyring,The Sustaining of Church Officers,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Henry B. Eyring,You Are Not Alone in the Work,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Henry B. Eyring,The Holy Ghost as Your Companion,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Hugo Montoya,Tested and Tempted—but Helped,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
James B. Martino,Turn to Him and Answers Will Come,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Jeffrey R. Holland,Behold Thy Mother,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Kim B. Clark,Eyes to See and Ears to Hear,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Koichi Aoyagi,Hold on Thy Way,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Larry R. Lawrence,What Lack I Yet?,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
M. Russell Ballard,God Is at the Helm,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Neil L. Andersen,"Faith Is Not by Chance, but by Choice",https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Quentin L. Cook,Shipshape and Bristol Fashion: Be Temple Worthy—in Good Times and Bad Times,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Randall K. Bennett,Your Next Step,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Richard J. Maynes,The Joy of Living a Christ-Centered Life,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Robert D. Hales,Meeting the Challenges of Today’s World,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Ronald A. Rasband,I Stand All Amazed,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Russell M. Nelson,A Plea to My Sisters,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
The Church of Jesus Christ of Latter-day Saints,Mother in Israel,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
The Church of Jesus Christ of Latter-day Saints,Sisters in Zion,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Thomas S. Monson,Keep the Commandments,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Thomas S. Monson,Be an Example and a Light,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Vern P. Stanfill,Choose the Light,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Von G. Keetch,Blessed and Happy Are Those Who Keep the Commandments of God,https://www.lds.org/general-conference/2015/10?lang=eng,10/1/15,2015,10,M
Neill F. Marriott,Sharing Your Light,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,F
Bonnie L. Oscarson,"Sisterhood: Oh, How We Need Each Other",https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,F
Jean A. Stevens,“Fear Not; I Am with Thee”,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,F
Linda K. Burton,Wanted: Hands and Hearts to Hasten the Work,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,F
Linda S. Reeves,Protection from Pornography—a Christ-Focused Home,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,F
Rosemary M. Wixom,"Keeping Covenants Protects Us, Prepares Us, and Empowers Us",https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,F
Boyd K. Packer,The Witness,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Brook P. Hales,"Statistical Report, 2013",https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Carlos H. Amado,Christ the Redeemer,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Claudio D. Zivic,Let’s Not Take the Wrong Way,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
D. Todd Christofferson,The Resurrection of Jesus Christ,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Dallin H. Oaks,The Keys and Authority of the Priesthood,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
David A. Bednar,Bear Up Their Burdens with Ease,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Dieter F. Uchtdorf,The Sustaining of Church Officers,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Dieter F. Uchtdorf,Are You Sleeping through the Restoration?,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Dieter F. Uchtdorf,Grateful in Any Circumstances,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Donald L. Hallstrom,What Manner of Men?,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Gary E. Stevenson,Your Four Minutes,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Henry B. Eyring,A Priceless Heritage of Hope,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Henry B. Eyring,The Priesthood Man,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Henry B. Eyring,Daughters in the Covenant,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Jeffrey R. Holland,The Cost—and Blessings—of Discipleship,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Kevin R. Jergensen,"Church Auditing Department Report, 2013",https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
L. Tom Perry,Obedience through Our Faithfulness,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Lawrence E. Corbridge,The Prophet Joseph Smith,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
M. Russell Ballard,Following Up,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Marcos A. Aidukaitis,If Ye Lack Wisdom,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Michael John U. Teh,Where Your Treasure Is,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Neil L. Andersen,Spiritual Whirlwinds,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Quentin L. Cook,Roots and Branches,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Randall L. Ridd,The Choice Generation,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Richard G. Scott,“I Have Given You an Example”,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Robert D. Hales,"“If Ye Love Me, Keep My Commandments”",https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Ronald A. Rasband,The Joyful Burden of Discipleship,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Russell M. Nelson,Let Your Faith Show,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
The Church of Jesus Christ of Latter-day Saints,Video Presentation: I Am a Child of God,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
The Church of Jesus Christ of Latter-day Saints,Video Presentation: Walk in His Light,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Thomas S. Monson,Welcome to Conference,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Thomas S. Monson,Be Strong and of a Good Courage,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Thomas S. Monson,Love—the Essence of the Gospel,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Thomas S. Monson,Until We Meet Again,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
W. Craig Zwick,What Are You Thinking?,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
William R. Walker,Live True to the Faith,https://www.lds.org/general-conference/2014/04?lang=eng,4/1/14,2014,4,M
Carol F. McConkie,Live according to the Words of the Prophets,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,F
Cheryl A. Esplin,The Sacrament—a Renewal for the Soul,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,F
Jean A. Stevens,Covenant Daughters of God,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,F
Linda K. Burton,Prepared in a Manner That Never Had Been Known,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,F
Allan F. Packer,The Book,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Boyd K. Packer,The Reason for Our Hope,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Carlos A. Godoy,The Lord Has a Plan for Us!,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Chi Hong (Sam) Wong,Rescue in Unity,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Craig C. Christensen,I Know These Things of Myself,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
D. Todd Christofferson,"Free Forever, to Act for Themselves",https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Dallin H. Oaks,Loving Others and Living with Differences,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
David A. Bednar,Come and See,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Dean M. Davies,The Law of the Fast: A Personal Responsibility to Care for the Poor and Needy,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Dieter F. Uchtdorf,Receiving a Testimony of Light and Truth,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Dieter F. Uchtdorf,"“Lord, Is It I?”",https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Dieter F. Uchtdorf,Living the Gospel Joyful,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Eduardo Gavarret,"Yes, Lord, I Will Follow Thee",https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Henry B. Eyring,The Sustaining of Church Officers,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Henry B. Eyring,The Preparatory Priesthood,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Henry B. Eyring,Continuing Revelation,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Hugo E. Martinez,Our Personal Ministries,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Jorg Klebingat,Approaching the Throne of God with Confidence,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
James J. Hamula,The Sacrament and the Atonement,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Jeffrey R. Holland,Are We Not All Beggars?,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
L. Tom Perry,Finding Lasting Peace and Building Eternal Families,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Larry S. Kacher,Trifle Not with Sacred Things,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Lynn G. Robbins,Which Way Do You Face?,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
M. Russell Ballard,Stay in the Boat and Hold On!,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Neil L. Andersen,Joseph Smith,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Quentin L. Cook,Choose Wisely,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Richard G. Scott,Make the Exercise of Faith Your First Priority,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Robert D. Hales,"Eternal Life—to Know Our Heavenly Father and His Son, Jesus Christ",https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Russell M. Nelson,Sustaining the Prophets,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Tad R. Callister,Parents: The Prime Gospel Teachers of Their Children,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
The Church of Jesus Christ of Latter-day Saints,Video Presentation: The Holy Temple,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Thomas S. Monson,Welcome to Conference,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Thomas S. Monson,Guided Safely Home,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Thomas S. Monson,Ponder the Path of Thy Feet,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Thomas S. Monson,Until We Meet Again,https://www.lds.org/general-conference/2014/10?lang=eng,10/1/14,2014,10,M
Ann M. Dibb,Your Holy Places,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,F
Elaine S. Dalton,We Are Daughters of Our Heavenly Father,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,F
Elaine S. Dalton,Be Not Moved!,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,F
Mary N. Cook,"When You Save a Girl, You Save Generations",https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,F
Rosemary M. Wixom,The Words We Speak,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,F
Boyd K. Packer,These Things I Know,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Brook P. Hales,"Statistical Report, 2012",https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Bruce D. Porter,Beautiful Mornings,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Christoffel Golden Jr.,The Father and the Son,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Craig A. Cardon,The Savior Wants to Forgive,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
D. Todd Christofferson,Redemption,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Dallin H. Oaks,Followers of Christ,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
David A. Bednar,We Believe in Being Chaste,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
David L. Beck,Your Sacred Duty to Minister,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Dean M. Davies,A Sure Foundation,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Dieter F. Uchtdorf,The Sustaining of Church Officers,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Dieter F. Uchtdorf,Four Titles,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
Dieter F. Uchtdorf,The Hope of God’s Light,https://www.lds.org/general-conference/2013/04?lang=eng,4/1/13,2013,4,M
